id,First_Name,Last_Name,Work_Street_Address,City,State,US_Zip_Code,Age,Gender,Race,Ethnicity,Focus_of_Practice,Areas_of_Interest,Practice_Type,Practice_Setting,Practice_Area,Job_Function,Job_Role,Employment_Status,Affiliation,Years_in_Practice,First_Year_in_Practice,Primary_Practice_Location,Primary_Practice_District,NPI,Military_Service,Active_Military_Service,US_Govt_Employee,Active_Govt_Employee,Medical_License_State,Medical_License_Begin_Date,Medical_License_End_Date,Suspended_Account,CME_Eligible,Report_CME_to_ABA,CRNA_Eligible,Toolbox_Role,Level_PGY,Question_Bank_Content_Editing,Institution_Super_User
824,Brandon,Wood,"4213 Highland Rd, Suite 918",Baltimore,MD,212017153,49,MALE,"WHI,UNS",NOANS,PED_ANES,"ALI,GERIATRICS,LEAD_DEV,AIR_MGMT",Academic Medical Center,Office-Based,SUBURBAN,MEDSTUEDUC,"DIRANESSVS,PRACTICEOPER,DIRPREANESTSTCLINIC",APHHSACS,Regional Healthcare System,11,2014,MD,2,5962438409,NAVY,Yes,PUBLIC_HEALTH_SYSTEM,Yes,MD,12/07/2003,11/30/2030,0,1,1,0,Student,PGY-4,0,0
825,Rowan,Martinez,"6787 Market Way, Suite 915",Charleston,SC,294012511,38,GNC,"UNS,WHI",NHL,"RAA,NA,GER_ANES","ACD_MED,PS,POCUS,SIM",Ambulatory Surgery Center,Office-Based,URBAN,ANESCTEDUC,"BUDGETOWNER,MEDDIR",INDCONTRACT,,10,2015,SC,8,0434010265,,Yes,,Yes,SC,12/07/2001,11/30/2031,0,1,1,0,Resident,PGY-3,0,0
826,Jerry,Nelson,7683 Pine St,Cedar Rapids,IA,524013701,57,MALE,AIAN,NOANS,"NA,AMB_ANES","PHY_WELLNESS,CCM,APOOR,PCEOLC",Ambulatory Surgery Center,Hospital - Academic,SUBURBAN,MEDSTUEDUC,"DEPTCHAIR,HIRINGDM,DIRANESSVS",OTHER,Memorial Hospital,18,2007,IA,8,0781629309,ARMY,No,,No,IA,12/06/2007,11/29/2035,0,1,1,0,,N/A,0,0
827,Joshua,Martin,"8476 Pine St, Suite 868",Warwick,RI,028869864,49,MALE,"UNS,ANI,BAA",NHL,"OBS_ANES,ANES_RES","LEAD_DEV,OBSTETRICS",Multi-Specialty Group,Office-Based,URBAN,"PRACMGMTADM,ENGINEERING,MEDSTUEDUC","NONE,HPPDM",APHHSACS,Surgical Specialists LLC,18,2007,RI,7,7798882437,,Yes,,Yes,RI,12/05/2008,11/30/2030,0,0,1,0,Faculty,N/A,0,0
828,Parker,Gutierrez,4638 Main Pl,San Jose,CA,951103990,40,GNC,"ANI,AI,NHOPI",NHL,"PED_ANES,CARD_ANES","ONCOLOGY,CCM,OBA,PERIOP_MED",Solo Practice,Government Facility,RURAL,"ENTREPRENEURSHIP,RESEDUC","DEPTVICECHAIR,SURGCTROPER,HEADOFDIV",APHHSACS,Central Medical Group,11,2014,CA,4,4913716509,PHSCC,Yes,INDIAN_HEALTH_SERVICE,No,CA,12/04/2015,11/29/2032,0,1,1,0,Staff,PGY-1,0,0
829,Morgan,Cox,"3749 College Rd, Suite 606",Green Bay,WI,543012525,47,NB,"NHOPI,UNS",NOANS,NA,"ANES_RES,PEDIATRICS,POCUS,PCEOLC",Private Practice,Government Facility,SUBURBAN,"FELLOWEDUC,INDSCORPCS,HOSPLECS",MEDDIR,NOTPRACTICING,Providence Healthcare,7,2018,WI,2,9268900986,USUHS,Yes,INDIAN_HEALTH_SERVICE,No,WI,12/08/1997,12/01/2027,0,1,0,0,,PGY-4,0,0
830,Riley,Torres,648 Pine St,Mobile,AL,366022056,52,GNC,"NHOPI,OTHER",NOANS,PAIN_MED,"ADD_MED,TRAUMA,WIA",Community Hospital,Multi-Site Practice,SUBURBAN,NONE,PROFINSTRFAC,APHHSACS,,15,2010,AL,8,6175989622,,Yes,INDIAN_HEALTH_SERVICE,Yes,AL,12/07/2001,11/29/2034,0,1,0,0,Faculty,PGY-2,0,0
831,Sean,Adams,5112 Valley Blvd,Portland,OR,972014846,52,MALE,"WHI,BAA",NOANS,"CCM,AMB_ANES,PED_ANES","PEDIATRICS,WIA,REG_ANES",Private Practice,Hospital - Academic,RURAL,"INDSCONSUL,HOSPLECS",NONE,INDCONTRACT,,20,2005,OR,11,5434482138,NAVY,Yes,INDIAN_HEALTH_SERVICE,No,OR,12/06/2005,11/30/2031,0,0,1,0,Admin,PGY-2,0,0
832,Rachel,Patel,"9538 Water Ln, Suite 269",Las Cruces,NM,880011106,34,FEMALE,"AI,NHOPI",NHL,"ANES_RES,GER_ANES","ALI,AIR_MGMT,PAIN_MED",Multi-Specialty Group,Hospital - Community,URBAN,"HOSPMGMTADM,PRACMGMTADM,ACADEMICS","FELLOWPGMCOORD,RESPGMCOOR",INDCONTRACT,Southern Regional Hospital,5,2020,NM,1,3500645580,,No,,Yes,NM,12/05/2009,11/30/2029,0,1,0,0,,PGY-2,0,0
833,Reese,Mitchell,1140 Maple Ln,Anchorage,AK,995018360,51,GNC,BAA,NOANS,"PAIN_MED,RAA","POCUS,LEAD_DEV,ALI,BH,GERIATRICS",Solo Practice,Office-Based,RURAL,RESEDUC,PRACTICEOPER,APHHSACS,Trinity Health System,7,2018,AK,8,3414775688,,Yes,PUBLIC_HEALTH_SYSTEM,Yes,AK,12/07/2001,12/01/2026,0,1,1,0,,PGY-2,0,0
834,Dakota,Nelson,"2697 Highland Ln, Suite 258",Wilmington,DE,198013509,54,NB,"UNS,AIAN,OTHER",HL,"PAIN_MED,RAA","NSA,GERIATRICS",Multi-Specialty Group,Hospital - Academic,SUBURBAN,ANESCTEDUC,"RESPGMDIR,OTHER",OTHER,Midwest Anesthesia Partners,17,2008,DE,9,3464429961,MARINES,Yes,VA,Yes,DE,12/01/2024,11/29/2034,0,1,0,0,Faculty,PGY-4,0,0
835,Joseph,Young,3223 Highland St,Lincoln,NE,685087802,55,MALE,"AIAN,OTHER,NHOPI",HL,"RAA,OBS_ANES,NA",ALI,Multi-Specialty Group,Multi-Site Practice,URBAN,ENGINEERING,MEDSCHDEAN,NOTPRACTICING,St. Mary's Medical Center,30,1995,NE,10,5096941235,ARMY,Yes,,Yes,NE,12/09/1995,11/30/2028,0,1,0,0,,PGY-5,0,0
836,Avery,Morales,1950 Cedar Blvd,Tallahassee,FL,323019099,55,NB,"WHI,AI",NOANS,"OBS_ANES,PERI_MED","PAIN_MED,OBA,OBSTETRICS",Community Hospital,Government Facility,RURAL,RESEDUC,"NONE,HIRINGDM,MEDSCHDEAN",OTHER,,29,1996,FL,10,3831918043,CSTGRD,Yes,PUBLIC_HEALTH_SYSTEM,Yes,FL,12/05/2009,11/29/2032,1,1,1,0,Admin,PGY-1,0,0
837,River,Anderson,"377 Hill Blvd, Suite 989",Manchester,NH,031019092,34,GNC,"AI,UNS",NHL,"ANES_RES,NA",PEDIATRICS,Academic Medical Center,Hospital - Academic,SUBURBAN,SOCLEADOFC,"HEADOFDIV,DIRANESSVS",OTHER,Banner Health,5,2020,NH,7,8881185920,AIRFORCE,Yes,INDIAN_HEALTH_SERVICE,No,NH,12/08/1997,11/30/2031,0,1,0,0,Faculty,PGY-2,0,0
838,Jordan,Thompson,"9368 Highland Pl, Suite 193",Juneau,AK,998016107,32,GNC,"OTHER,AIAN",HL,"PERI_MED,PAIN_MED,OBS_ANES",APOOR,Ambulatory Surgery Center,Hospital - Community,RURAL,"HOSPMGMTADM,NONE,INDSCONSUL",FELLOWPGMDIR,APHHSACS,Premier Healthcare,5,2020,AK,12,4696136077,NAVY,Yes,INDIAN_HEALTH_SERVICE,No,AK,12/01/2024,12/01/2027,0,0,0,0,Staff,PGY-4,1,0
839,Blake,Martinez,5636 Washington Dr,Spokane,WA,992011480,58,NB,"UNS,AI",NOANS,CARD_ANES,"PHY_WELLNESS,CCM,ANES_RES,ALI,REG_ANES",Academic Medical Center,Outpatient Surgery Center,URBAN,"INDSCORPCS,HOSPMGMTADM",PROFINSTRFAC,APHHSACS,,33,1992,WA,11,7309240741,ARMY,Yes,,Yes,WA,12/06/2006,11/29/2032,0,0,1,0,,PGY-4,0,0
840,Quinn,Chavez,4490 Market Ln,Wilmington,DE,198014688,39,X,AIAN,HL,NA,"PEDIATRICS,ALI,LEAD_DEV",Solo Practice,Multi-Site Practice,RURAL,"ACADEMICS,ENTREPRENEURSHIP","HPPINF,DEPTCHAIR",INTCONTRACTLT,Mayo Clinic,11,2014,DE,4,5584642018,USUHS,Yes,,Yes,DE,12/06/2006,11/30/2030,0,1,0,0,Resident,PGY-4,0,0
841,Drew,Torres,9997 Valley Ct,Rockford,IL,611013697,51,X,"AI,OTHER",NHL,"PERI_MED,NEURO_ANES,AMB_ANES","AIR_MGMT,DIA,GERIATRICS,WIA,PERIOP_MED",Ambulatory Surgery Center,Office-Based,SUBURBAN,"NONE,SOCLEADOFC","BUDGETOWNER,PRACTICEOPER",OTHER,Providence Healthcare,25,2000,IL,5,0487103653,AIRFORCE,Yes,INDIAN_HEALTH_SERVICE,Yes,IL,12/01/2024,11/30/2028,0,1,1,0,,PGY-4,1,0
842,Angela,Clark,"1621 Oak St, Suite 263",Lincoln,NE,685086298,44,FEMALE,AI,NHL,GER_ANES,"GERIATRICS,EPD",Community Hospital,Hospital - Academic,SUBURBAN,ENGINEERING,HIRINGDM,OTHER,,16,2009,NE,7,1464702360,,No,PUBLIC_HEALTH_SYSTEM,No,NE,12/02/2023,11/29/2034,0,0,1,0,Resident,PGY-4,0,0
843,Kelly,Ward,"5850 Hospital Rd, Suite 666",Phoenix,AZ,850018300,33,FEMALE,AIAN,NHL,"CCM,NA","PRAC_MGMT,POCUS,ANES_RES",Solo Practice,Government Facility,SUBURBAN,"PRACMGMTADM,SCIRESEARCH","JRNLEDITOR,FELLOWPGMCOORD",WLTC,,8,2017,AZ,2,3396910829,NAVY,No,INDIAN_HEALTH_SERVICE,No,AZ,12/03/2018,11/29/2035,0,1,0,0,,PGY-4,0,0
844,Rowan,Thomas,"2463 Medical Ln, Suite 883",Birmingham,AL,352035110,48,X,OTHER,NOANS,OBS_ANES,"OBSTETRICS,GERIATRICS",Private Practice,Multi-Site Practice,RURAL,ACADEMICS,"NONE,HEADOFDIV",NOTPRACTICING,Southern Regional Hospital,10,2015,AL,9,2552032865,AIRFORCE,Yes,,Yes,AL,12/03/2017,11/29/2034,0,0,1,0,,PGY-4,0,0
845,Drew,Thomas,"384 Church St, Suite 203",Morgantown,WV,265058507,57,X,NHOPI,NHL,AMB_ANES,"REG_ANES,PRAC_MGMT,EMI",Academic Medical Center,Multi-Site Practice,SUBURBAN,"MEDSTUEDUC,PRACMGMTADM","FELLOWPGMCOORD,PRACTICEOWNER,JRNLEDITOR",WLTC,Surgical Specialists LLC,7,2018,WV,8,5744540691,CSTGRD,Yes,,Yes,WV,12/02/2023,11/29/2035,0,1,0,0,Student,PGY-2,0,0
846,Samuel,Evans,"5361 Valley Ave, Suite 371",Billings,MT,591014826,32,MALE,"AIAN,AI",NOANS,"PED_ANES,AMB_ANES,PAIN_MED",POCUS,Multi-Specialty Group,Hospital - Academic,URBAN,HOSPLECS,"HIRINGDM,FELLOWPGMCOORD,HEADOFDIV",APHHSACS,Surgical Specialists LLC,7,2018,MT,12,0768329876,PHSCC,No,,No,MT,12/04/2015,11/30/2029,0,0,0,0,Resident,PGY-5,0,0
847,Finley,Thomas,9300 Park Ct,Las Vegas,NV,891015701,36,GNC,"WHI,ANI",NHL,PED_ANES,OPHTHALMOLOGY,Private Practice,Outpatient Surgery Center,SUBURBAN,"SCIRESEARCH,MEDSTUEDUC,HOSPLECS","JRNLEDITOR,HEADOFDIV",INDCONTRACT,,7,2018,NV,7,2073478735,USUHS,Yes,INDIAN_HEALTH_SERVICE,No,NV,12/05/2010,11/29/2032,0,0,1,0,,PGY-4,0,0
848,Alex,Gutierrez,"873 Valley Rd, Suite 620",Grand Forks,ND,582011618,42,GNC,"BAA,UNS",HL,"CARD_ANES,AMB_ANES","ACD_MED,ONCOLOGY,ALI",Community Hospital,Government Facility,SUBURBAN,HOSPMGMTADM,"DIRPREANESTSTCLINIC,PRACTICEOWNER",OTHER,United Healthcare System,10,2015,ND,9,4462882617,,Yes,,No,ND,12/07/2000,11/30/2028,0,0,1,0,Resident,PGY-4,0,0
849,Avery,Bailey,6770 Hospital Ave,Burlington,VT,054018783,48,GNC,AI,HL,CARD_ANES,"EMI,PERIOP_MED,PRAC_MGMT,PHY_WELLNESS",Community Hospital,Government Facility,URBAN,"INDSCONSUL,SOCLEADOFC,RESEDUC","DEPTVICECHAIR,SURGCTROWNER",NOTPRACTICING,,10,2015,VT,4,2781815539,USUHS,No,,Yes,VT,12/06/2004,11/30/2028,0,0,1,0,Staff,PGY-5,0,0
850,Nancy,Turner,"8898 Maple Blvd, Suite 785",Albuquerque,NM,871018278,52,FEMALE,"BAA,NHOPI",NOANS,"CARD_ANES,NA","ALI,AMB_OBA,CARDIO_SYS,PAIN_MED,OBSTETRICS",Multi-Specialty Group,Hospital - Academic,SUBURBAN,"HOSPLECS,INVENANDINNOV","MEDDIR,DIRANESSVS,RESPGMDIR",WLTC,,5,2020,NM,10,9859308227,ARMY,No,,Yes,NM,12/06/2005,11/30/2029,0,1,1,0,Resident,N/A,0,0
851,Finley,Martinez,9297 Main Rd,Atlanta,GA,303033596,31,NB,"ANI,BAA",HL,RAA,"AIR_MGMT,PCEOLC",Academic Medical Center,Office-Based,URBAN,"ACADEMICS,PRACLECS",PROFINSTRFAC,APHHSACS,Midwest Anesthesia Partners,5,2020,GA,9,3624874856,,Yes,,Yes,GA,12/02/2023,11/29/2034,0,0,1,0,,PGY-3,0,0
852,Olivia,Phillips,4092 Valley Dr,Norfolk,VA,235107823,47,FEMALE,"BAA,WHI",NHL,OBS_ANES,"ACD_MED,AIR_MGMT,DIA,SIM,QPI",Multi-Specialty Group,Hospital - Community,URBAN,OTHER,HIRINGINF,NOTPRACTICING,,13,2012,VA,5,8453577778,CSTGRD,No,,No,VA,12/07/2000,12/01/2027,0,1,1,0,Faculty,PGY-1,0,0
853,Skylar,Martinez,1876 Main Dr,Missoula,MT,598014413,55,X,UNS,HL,"GER_ANES,AMB_ANES",ALI,Solo Practice,Hospital - Community,SUBURBAN,"ENTREPRENEURSHIP,PRACMGMTADM",NONE,NOTPRACTICING,,23,2002,MT,9,9403804374,,Yes,,Yes,MT,12/07/2000,11/30/2028,0,0,0,0,,PGY-5,0,0
854,Hayden,Edwards,6078 Church Way,Gulfport,MS,395014476,31,GNC,AIAN,NHL,"NA,ACD_MED,PERI_MED","ANES_RES,OBA,PRAC_MGMT,PERIOP_MED",Academic Medical Center,Multi-Site Practice,URBAN,"MEDSTUEDUC,HOSPMGMTADM,ENGINEERING","JRNLEDITOR,BUDGETOWNER",APHHSACS,Coastal Anesthesia Group,5,2020,MS,5,8107056055,,No,VA,No,MS,12/06/2004,11/30/2028,0,0,0,0,Admin,N/A,0,0
855,Peyton,Collins,"6030 Lake Ct, Suite 493",Grand Rapids,MI,495035396,57,GNC,"AIAN,NHOPI,OTHER",NOANS,"PED_ANES,AMB_ANES,OBS_ANES","EPD,ALI,OBSTETRICS,DIA",Multi-Specialty Group,Office-Based,URBAN,INVENANDINNOV,"BUDGETOWNER,FELLOWPGMDIR,MEDDIR",WLTC,Community Hospital Network,24,2001,MI,7,6053388249,MARINES,No,,No,MI,12/07/2000,11/30/2028,0,1,0,0,,PGY-5,0,0
856,Jennifer,Kim,"4871 Hill Dr, Suite 171",Memphis,TN,381032388,50,FEMALE,BAA,HL,NA,"PRAC_MGMT,ADD_MED",Community Hospital,Office-Based,SUBURBAN,"RESEDUC,HOSPMGMTADM","SURGCTROPER,DEPTVICECHAIR",NOTPRACTICING,,24,2001,TN,8,4557999007,,Yes,,Yes,TN,12/08/1999,11/30/2029,0,1,1,0,,PGY-4,0,0
857,Kimberly,Castillo,4545 College Ct,Jacksonville,FL,322022303,51,FEMALE,"NHOPI,AI,ANI",NHL,"PERI_MED,OBS_ANES,ANES_RES","AIR_MGMT,OPHTHALMOLOGY,TRANS_MED,OBA",Community Hospital,Government Facility,RURAL,OTHER,"NONE,HIRINGDM",INTCONTRACTLT,Northwest Medical Center,25,2000,FL,9,7557912094,,No,,Yes,FL,12/06/2006,11/29/2032,0,0,0,1,Resident,PGY-5,0,0
858,Jordan,Mendoza,4868 Lake Way,Lewiston,ME,042401873,31,X,"WHI,AI,AIAN",NOANS,"GER_ANES,AMB_ANES","CARDIO_SYS,OBA,NSA,ANES_RES,LEAD_DEV",Community Hospital,Outpatient Surgery Center,SUBURBAN,PRACMGMTADM,"FELLOWPGMCOORD,PRACTICEOPER,BUDGETOWNER",APHHSACS,St. Mary's Medical Center,6,2019,ME,3,5445278610,MARINES,No,,Yes,ME,12/05/2010,11/30/2028,0,1,1,0,Student,N/A,0,0
859,Avery,Kim,"2940 Church Ct, Suite 562",Aberdeen,SD,574018833,36,X,UNS,NHL,RAA,"OPHTHALMOLOGY,WIA",Solo Practice,Office-Based,URBAN,"ENTREPRENEURSHIP,INDSCONSUL,ACADEMICS",DIRPREANESTSTCLINIC,NOTPRACTICING,Central Medical Group,9,2016,SD,7,6317718626,,Yes,,No,SD,12/07/2002,11/30/2030,0,1,0,0,,PGY-4,0,0
860,Alex,Green,"6557 Hill Rd, Suite 922",Des Moines,IA,503095205,48,GNC,"AI,NHOPI",HL,ACD_MED,"QPI,BH,ADD_MED,CARDIO_SYS,ANES_RES",Solo Practice,Hospital - Community,URBAN,"ACADEMICS,INVENANDINNOV","HPPINF,JRNLEDITOR,OTHER",NOTPRACTICING,Central Medical Group,20,2005,IA,4,4121762080,PHSCC,Yes,,Yes,IA,12/06/2006,11/30/2031,0,0,0,0,,PGY-2,0,0
861,Drew,Collins,"8521 River Rd, Suite 248",Cambridge,MA,021387932,38,NB,"NHOPI,AI,UNS",NHL,"NA,RAA",PRAC_MGMT,Multi-Specialty Group,Outpatient Surgery Center,RURAL,"HOSPLECS,NONE,ANESCTEDUC","MEDDIR,HIRINGINF,DEPTVICECHAIR",OTHER,,6,2019,MA,2,1277933335,AIRFORCE,Yes,,No,MA,12/05/2008,11/29/2032,0,1,0,0,,PGY-3,0,0
862,Finley,Campbell,"7136 Maple Blvd, Suite 919",Portland,ME,041014610,50,NB,NHOPI,NOANS,"CARD_ANES,GER_ANES,RAA","NSA,PAIN_MED,GERIATRICS",Multi-Specialty Group,Hospital - Community,URBAN,"PRACLECS,FELLOWEDUC,SOCLEADOFC","RESPGMCOOR,BUDGETOWNER,NONE",NOTPRACTICING,Advanced Surgical Associates,18,2007,ME,10,4672644019,,Yes,PUBLIC_HEALTH_SYSTEM,No,ME,12/07/2000,11/29/2034,0,0,0,1,Student,PGY-4,0,0
863,Dennis,Hughes,2370 Valley Rd,Cincinnati,OH,452026165,46,MALE,WHI,HL,GER_ANES,"LEAD_DEV,CCM",Multi-Specialty Group,Government Facility,SUBURBAN,MEDSTUEDUC,"HIRINGDM,JRNLEDITOR,HIRINGINF",NOTPRACTICING,Mercy Medical Center,15,2010,OH,8,6512069061,MARINES,No,,Yes,OH,12/07/2000,11/30/2030,0,0,0,0,Faculty,N/A,0,0
864,Skylar,Murphy,"347 Church Dr, Suite 969",Wichita,KS,672024930,41,GNC,"WHI,AI",NOANS,"RAA,GER_ANES","CCM,CARDIO_SYS,DIA,WIA",Community Hospital,Government Facility,SUBURBAN,ACADEMICS,"RESPGMDIR,HPPINF,DEPTVICECHAIR",INTCONTRACTLT,Academic Medical Group,5,2020,KS,9,3292620555,,No,,No,KS,12/07/2000,11/30/2030,0,0,1,0,Admin,PGY-5,0,0
865,Cameron,Bailey,6020 Highland Pl,Henderson,NV,890091290,51,X,"WHI,UNS",NHL,"ACD_MED,PAIN_MED","OBSTETRICS,PS,EMI,GERIATRICS,NSA",Private Practice,Multi-Site Practice,URBAN,"SOCLEADOFC,ANESCTEDUC","HIRINGINF,FELLOWPGMDIR",NOTPRACTICING,City Medical Center,7,2018,NV,8,4562567032,,No,INDIAN_HEALTH_SERVICE,No,NV,12/08/1998,11/29/2033,0,1,0,0,Student,PGY-2,0,0
866,Alex,Mendoza,"3958 Highland Ave, Suite 182",Las Cruces,NM,880011006,56,NB,"UNS,OTHER",NOANS,"CCM,NEURO_ANES",BH,Community Hospital,Hospital - Community,SUBURBAN,"SOCLEADOFC,INDSCONSUL","FELLOWPGMCOORD,MEDSCHDEAN",OTHER,Mercy Medical Center,29,1996,NM,11,2036729169,NAVY,No,,Yes,NM,12/02/2021,12/01/2027,0,0,0,0,Student,N/A,0,0
867,Quinn,Thompson,5515 Elm St,Boulder,CO,803025836,32,X,AI,NOANS,"NA,PERI_MED","TRANS_MED,POCUS,OBA",Academic Medical Center,Hospital - Academic,SUBURBAN,OTHER,JRNLEDITOR,WLTC,Advanced Surgical Associates,7,2018,CO,3,6430860428,AIRFORCE,No,,Yes,CO,12/02/2022,11/29/2032,0,0,0,0,Resident,PGY-1,0,0
868,Blake,Allen,"8833 Oak Ave, Suite 567",Albuquerque,NM,871016649,49,X,"OTHER,WHI",HL,"RAA,PERI_MED,CCM","ONCOLOGY,BH,WIA,POCUS",Academic Medical Center,Government Facility,RURAL,"INVENANDINNOV,SCIRESEARCH,OTHER","FELLOWPGMCOORD,FELLOWPGMDIR",WLTC,Surgical Specialists LLC,5,2020,NM,11,4765857579,,Yes,INDIAN_HEALTH_SERVICE,No,NM,12/07/2000,11/29/2032,0,0,0,0,Faculty,PGY-1,0,0
869,Diane,Foster,5826 Church Rd,Jersey City,NJ,073028113,30,FEMALE,ANI,NOANS,"RAA,ANES_RES","CCM,CARDIO_SYS,BH,PHY_WELLNESS",Academic Medical Center,Hospital - Academic,RURAL,"INDSCORPCS,SCIRESEARCH,ACADEMICS","SURGCTROPER,OTHER,MEDDIR",INDCONTRACT,Southern Regional Hospital,5,2020,NJ,9,1638251172,,Yes,PUBLIC_HEALTH_SYSTEM,Yes,NJ,12/08/1999,11/30/2030,0,1,0,0,,N/A,0,0
870,Matthew,Moore,"1853 River Ct, Suite 100",Concord,NH,033019696,45,MALE,WHI,NHL,NA,"PRAC_MGMT,ALI,APOOR,TRANS_MED,SIM",Academic Medical Center,Government Facility,SUBURBAN,INVENANDINNOV,"HEADOFDIV,HPPINF",OTHER,,9,2016,NH,2,7663521526,,No,,No,NH,12/08/1996,12/01/2027,0,0,1,0,,PGY-4,1,0
871,Catherine,Lopez,"6420 Oak Dr, Suite 784",St. Louis,MO,631018871,55,FEMALE,"BAA,ANI,UNS",NOANS,PED_ANES,"EMI,AMB_OBA,GERIATRICS",Multi-Specialty Group,Office-Based,URBAN,"SOCLEADOFC,PRACLECS,ENGINEERING","DEPTVICECHAIR,HPPINF,RESPGMCOOR",APHHSACS,Southern Regional Hospital,29,1996,MO,11,1409507151,,Yes,,Yes,MO,12/07/2001,12/01/2026,0,0,1,0,Student,PGY-4,0,0
872,Parker,Hughes,"6794 Market St, Suite 910",Spokane,WA,992011437,46,NB,WHI,HL,"PAIN_MED,PED_ANES","DIA,EMI",Ambulatory Surgery Center,Hospital - Community,SUBURBAN,INVENANDINNOV,"HIRINGDM,DIRANESSVS,SURGCTROPER",WLTC,,7,2018,WA,9,8051834349,PHSCC,No,,Yes,WA,12/09/1995,11/29/2035,0,1,0,0,,PGY-3,0,0
873,Diane,Ortiz,5045 Medical Way,Overland Park,KS,662046498,50,FEMALE,AI,NHL,"OBS_ANES,AMB_ANES","PCEOLC,OPHTHALMOLOGY",Academic Medical Center,Office-Based,SUBURBAN,"INDSCONSUL,INDSCORPCS",HIRINGDM,INTCONTRACTLT,,11,2014,KS,4,2890845482,,No,PUBLIC_HEALTH_SYSTEM,No,KS,12/02/2021,11/29/2032,1,1,0,0,Staff,PGY-4,0,0
874,Adam,Ramos,1190 Spring Ln,Boise,ID,837025055,55,MALE,WHI,NHL,"NA,CCM","PCEOLC,ALI,SIM,OBA,CCM",Community Hospital,Government Facility,SUBURBAN,"INDSCONSUL,ENTREPRENEURSHIP,HOSPLECS","MEDDIR,DEPTCHAIR",APHHSACS,Eastern Healthcare,15,2010,ID,9,8454705005,USUHS,Yes,,No,ID,12/04/2013,11/30/2028,0,0,1,0,Staff,PGY-5,0,0
875,Quinn,Flores,8082 Water Ln,Hartford,CT,061035293,30,NB,"NHOPI,WHI",NOANS,"ACD_MED,PED_ANES,AMB_ANES","PCEOLC,POCUS",Multi-Specialty Group,Government Facility,RURAL,FELLOWEDUC,"NONE,SURGCTROPER",INDCONTRACT,,5,2020,CT,9,9101473912,ARMY,No,,No,CT,12/02/2021,12/01/2027,0,0,0,0,Staff,PGY-3,0,0
876,Alex,James,571 Hospital Blvd,Chicago,IL,606017592,38,X,"OTHER,NHOPI,BAA",NHL,OBS_ANES,QPI,Ambulatory Surgery Center,Outpatient Surgery Center,SUBURBAN,SCIRESEARCH,"HPPDM,MEDDIR",INTCONTRACTLT,Mountain View Medical,5,2020,IL,7,9965840293,CSTGRD,Yes,,Yes,IL,12/03/2016,12/01/2027,0,0,0,0,Student,N/A,0,0
877,Skylar,Martin,"6609 Medical Way, Suite 904",Cleveland,OH,441131837,59,GNC,"AI,AIAN",HL,"CCM,AMB_ANES","PERIOP_MED,PHY_WELLNESS,AIR_MGMT",Solo Practice,Multi-Site Practice,SUBURBAN,FELLOWEDUC,"SURGCTROWNER,DIRPREANESTSTCLINIC",WLTC,Premier Healthcare,11,2014,OH,11,0710816922,,No,VA,Yes,OH,12/09/1995,11/30/2029,0,0,1,0,,PGY-2,0,0
878,Drew,Wood,5405 Center Ave,New Orleans,LA,701124763,50,GNC,"ANI,OTHER",NOANS,"ACD_MED,GER_ANES,PERI_MED","EMI,REG_ANES,WIA,BH,AMB_OBA",Academic Medical Center,Government Facility,URBAN,"PRACLECS,ENGINEERING,INDSCORPCS","PRACTICEOWNER,PROFINSTRFAC,RESPGMDIR",NOTPRACTICING,Midwest Anesthesia Partners,22,2003,LA,2,5885728346,,No,INDIAN_HEALTH_SERVICE,Yes,LA,12/03/2017,11/30/2031,0,0,0,0,Resident,PGY-3,0,0
879,Donald,Stewart,2749 Medical Rd,Aberdeen,SD,574015929,47,MALE,"AI,AIAN",NOANS,OBS_ANES,ADD_MED,Ambulatory Surgery Center,Outpatient Surgery Center,URBAN,"ACADEMICS,ENGINEERING","NONE,HIRINGINF,FELLOWPGMDIR",NOTPRACTICING,Memorial Hospital,7,2018,SD,1,4940092628,,No,,No,SD,12/06/2007,11/29/2033,0,1,1,1,,PGY-5,0,0
880,Parker,Johnson,1802 Church Pl,Montgomery,AL,361047228,38,X,"AI,WHI",HL,"CCM,NA,ACD_MED","REG_ANES,POCUS,EMI,QPI,DIA",Multi-Specialty Group,Government Facility,RURAL,"QLTYMGMTREPT,SOCLEADOFC,INVENANDINNOV","JRNLEDITOR,HEADOFDIV",WLTC,,11,2014,AL,11,4249470025,AIRFORCE,No,,No,AL,12/08/1997,11/30/2028,0,0,0,0,Student,N/A,0,0
881,Drew,Foster,"1418 Medical St, Suite 893",Salt Lake City,UT,841011746,38,NB,"OTHER,BAA",NHL,"PERI_MED,GER_ANES","PS,GERIATRICS,TRAUMA",Multi-Specialty Group,Government Facility,RURAL,"SCIRESEARCH,MEDSTUEDUC","PRACTICEOPER,HPPINF",NOTPRACTICING,Southern Regional Hospital,12,2013,UT,8,2305975733,AIRFORCE,No,,No,UT,12/07/2003,11/30/2028,0,0,1,0,,PGY-1,0,0
